Transcription Start	Translation Start	Translation Stop	Transcription Stop	Strand	Name	Synonym	Product	Expression WT	Expression A	Expression B	Expression C	qValue WT vs A	qValue WT vs B	qValue WT vs C	qValue A vs B	qValue A vs C	qValue B vs C
	148241	149470	149470	+	yadE	b0130	putative transport; Not classified	25	20	26	17	2.3077002405466318E-10	1.0	4.343754041099702E-6	3.044030582587594E-11	0.5193082267269405	2.7065894888210405E-6
	149854	149474		-	panD	b0131	enzyme; Biosynthesis of cofactors, carriers: Pantothenate	164	156	99	67	2.5155646381053636E-6	0.5009389110230908	1.0619819260118242E-19	0.20067956975849224	6.256927730950957E-10	8.895840474347393E-6
	150128	151030		+	yadD	b0132	enzyme; Biosynthesis of cofactors, carriers: Pantothenate	15	8	13	9	1.7250205498962756E-23	1.0	1.6701172535609365E-7	3.5174441616190457E-16	0.01044225005392896	2.7065894888210405E-6
151955	151955	151104	151091	-	panC	b0133	enzyme; Biosynthesis of cofactors, carriers: Pantothenate	271	246	281	288	4.6283806300922626E-5	1.0	0.7156616831584603	1.4049044600668838E-6	2.0066958025693712E-4	0.2936284851734032
152764	152761	151967	151956	-	panB	b0134	enzyme; Biosynthesis of cofactors, carriers: Pantothenate	232	215	263	289	1.8119973387863679E-4	0.5974651225053365	0.0974224667290487	9.032581447332715E-9	1.5849885636670109E-9	0.9576153123130589
	154113	152875		-	yadC	b0135	putative structure; Not classified	7	1	5	0	3.944521007210633E-67	1.0	1.9916782486383183E-74	5.367592344687383E-31	0.20232807127627842	6.648145719747916E-34
	154759	154163		-	yadK	b0136	orf; Not classified	7	0	3	0	1.504267871786286E-215	0.7328846354249843	6.016259935344818E-43	3.28604528046433E-45	0.10228357137562995	2.8034161107262928E-9
	155391	154786		-	yadL	b0137	orf; Not classified	6	1	5	0	3.93779071629381E-69	1.0	3.696718033621808E-30	6.889774091252653E-52	0.9212207962365992	1.7856048062544087E-22
	155972	155403		-	yadM	b0138	putative structure; Not classified	6	1	4	1	2.9379591893564807E-130	1.0	1.0156084625312129E-13	1.5930238887105616E-51	6.038098014605115E-4	6.165289340107217E-6
	158586	155989		-	htrE	b0139	putative membrane; Surface structures	6	0	4	0	2.634512824576745E-184	0.8923228411998155	7.627424717698475E-127	1.9910322981175273E-70	0.8732367013995839	3.0504330018874214E-48
	159361	158621		-	yadV	b0140	putative factor; Surface structures	5	0	4	0	9.880486971980256E-238	1.0	2.3480568580601257E-208	7.454732393754473E-116	0.3246054830102223	2.4554079906538673E-103
	160043	159459		-	yadN	b0141	putative structure; Not classified	6	0	4	0	2.907535677525411E-219	1.0	0.0	2.919881492713574E-85	8.979562577825972E-6	0.0
	160892	160413		-	folK	b0142	enzyme; Biosynthesis of cofactors, carriers: Folic acid	19	13	18	11	1.5537497592870683E-12	1.0	9.829118703193398E-6	1.5491451123917482E-11	0.323169740579859	2.9738681956048522E-5
162309	162286	160889		-	pcnB	b0143	enzyme; RNA synthesis, modification, DNA transcription	130	120	170	151	9.727996662159489E-5	0.017050535375182405	0.2870676994187165	6.234400189896273E-16	1.1725921717959702E-7	0.0328269943660987
	163272	162346		-	gluQ	b0144	putative enzyme; Aminoacyl tRNA synthetases, tRNA modification	32	28	45	34	8.389758911507042E-9	1.0	0.005935334297463977	2.196468559542397E-16	5.417280300864749E-4	1.0974166985613765E-4
163796	163764	163309	163296	-	dksA	b0145	phenotype; DNA - replication, repair, restriction/modification	986	1304	975	953	0.6741238960325237	1.0	0.267489650967643	0.5293026293229571	0.34047099887939863	0.21746066694699445
164660	164646	163942	163799	-	sfsA	b0146	putative regulator; Degradation of small molecules: Carbon compounds	166	209	166	171	0.7490740426839748	1.0	0.9445860853790353	0.355396374578297	0.8642023425767108	0.5966955408212985
	165191	164661		-	ligT	b0147	enzyme; Unclassified	31	25	31	25	5.915704551832864E-11	1.0	3.0720466527051266E-4	9.763263489485584E-11	0.023787910887522183	5.968745656172362E-4
	165265	167694		+	hrpB	b0148	enzyme; DNA - replication, repair, restriction/modification	52	44	52	49	5.340573377236702E-8	1.0	0.4668759324734114	1.3083600562095926E-9	1.955320252513206E-5	0.17765846056611587
	167890	170424		+	mrcB	b0149	enzyme; Murein sacculus, peptidoglycan	65	51	50	54	5.20795317756385E-10	0.3339136553255024	0.015029306129160877	0.0012176833317321474	0.0030666544357692543	0.8043948516226274
	170644	172887		+	fhuA	b0150	membrane; Outer membrane constituents	47	47	50	46	8.329231533338368E-4	1.0	0.5952580950996972	7.10840518536668E-6	0.014257585637920088	0.15040989459630258
172938	172938	173735		+	fhuC	b0151	transport; Transport of small molecules: Cations	38	31	40	33	7.260812396538552E-10	1.0	5.876798439750678E-4	3.302370565348531E-10	0.014336831843503046	8.6354787088354E-4
	173735	174625		+	fhuD	b0152	transport; Transport of small molecules: Cations	17	12	19	15	6.772029165179283E-16	1.0	7.702113174852784E-4	3.7160001793573515E-18	6.737534773235919E-6	5.783921137587047E-4
	174622	176604		+	fhuB	b0153	transport; Transport of small molecules: Cations	18	13	18	12	1.3813929071902106E-13	1.0	7.579943783614808E-7	4.647805572417817E-12	0.24254265590609944	7.3356986444635384E-6
	178042	176762		-	hemL	b0154	enzyme; Biosynthesis of cofactors, carriers: Heme, porphyrin	146	148	133	147	0.021432647885424122	1.0	0.724447825829619	0.13362959570800464	0.08476085921929537	0.8320500524221259
178202	178267	179688	179738	+	clcA	b0155	transport; Not classified	127	161	151	157	0.9001540071472893	0.2548936686355243	0.10077542888823386	0.011447626886517483	0.07635634678231625	0.5775937124520749
179756	179770	180114	180120	+	erpA	b0156	transport; Not classified	303	396	369	333	0.9546737978223109	0.2587436523029547	0.6609808231251185	0.0074186231129948306	0.6589609627363382	0.09381530606326587
	180784	180161		-	yadS	b0157	transport; Not classified	27	20	26	19	7.211970475366624E-14	1.0	4.9376495180759586E-5	1.890888132739168E-12	0.019722512937812554	2.2833707450481766E-4
	181622	180822		-	btuF	b0158	transport; Not classified	41	32	31	25	7.360766787920811E-11	1.0	1.3287745177541787E-7	7.917273425514828E-6	0.9955076163389579	3.75171541515911E-4
182319	182313	181615		-	mtn	b0159	transport; Not classified	252	210	158	157	5.5731235907717665E-9	5.92808684713788E-4	1.268193309507901E-7	0.780751432241676	0.5369177104819572	0.47001921417326437
	182397	183914		+	dgt	b0160	enzyme; Central intermediary metabolism: Nucleotide hydrolysis	24	18	16	12	1.9576116593660923E-11	1.0	2.8018163809356554E-10	1.1896912805836405E-4	0.32423207215390404	2.458107902075499E-4
	184044	185468		+	degP	b0161	enzyme; Degradation of proteins, peptides, glycopeptides	110	119	75	101	0.09876928292114351	0.021420122155452366	0.1632858027403962	0.02646888533278311	0.9786108331968423	0.07396491914003252
	185623	186780		+	cdaR	b0162	enzyme; Degradation of proteins, peptides, glycopeptides	18	8	16	10	4.6386430459139E-39	1.0	1.9542572075850353E-7	2.9378777691348336E-29	1.755219233830537E-6	1.5715665173794966E-5
187324	187255	186869	186848	-	yaeH	b0163	putative structure; Not classified	347	452	451	431	0.42072937774960256	0.021852240802009325	0.1009358862350307	0.0031360740074746485	0.30617578737980217	0.11923613012800625
	188229	187417		-	yaeI	b0164	putative structure; Not classified	16	8	16	11	5.4697310574304636E-24	1.0	1.4902496994840987E-5	1.1440468312208425E-22	8.274612432971536E-6	4.424509509412518E-5
189115	189107	188283	188280	-	dapD	b0166	enzyme; Amino acid biosynthesis: Lysine	204	203	192	232	0.003928387262221464	1.0	0.3399869915940826	0.01078654746977317	5.8916059780249384E-5	0.2856723185607432
	191810	189138		-	glnD	b0167	enzyme; Amino acid biosynthesis: Glutamine	48	38	38	38	5.776110888656072E-11	0.6530968372464384	0.010015310559093148	7.66868630471396E-5	0.005396824376292053	0.4167326729531964
	192666	191872		-	map	b0168	enzyme; Proteins - translation and modification	208	195	108	80	3.725970949651001E-5	7.257067279424539E-7	5.978144234358124E-36	0.004085183003967251	5.750372941666876E-22	1.0768948754508513E-4
192872			193007	+	tff	b4414	-	1173	1022	993	826	7.441430651134036E-7	0.9436301652379595	1.2055248201834239E-4	0.0014179721934987001	0.9338996241588149	0.01572675574269988
193008	193034	193759	193795	+	rpsB	b0169	structural component; Ribosomal proteins - synthesis, modification	2631	2134	1754	1787	3.388378602394186E-14	0.9235308902341433	1.5215087491975002E-11	3.8596876140656256E-5	0.8349884304276943	3.0330589912023863E-4
193796			193811	?	-	predicted RNA	-	1744	1465	1274	1314	2.2697018565325364E-9	1.0	3.6605523876510477E-5	1.1998488120278977E-4	0.3322332405599793	0.012098635438450939
193812	194017	194868	194868	+	tsf	b0170	factor; Proteins - translation and modification	1093	902	693	824	9.927962856321455E-8	0.14152661665907865	8.516829217776843E-6	0.14453818923917655	0.8187186864157399	0.2981202608498975
195001	195015	195740	195990	+	pyrH	b0171	enzyme; Central intermediary metabolism: Nucleotide interconversions	183	153	147	152	8.194650474463271E-8	0.7328846354249843	0.04873634625878774	0.0019814231697982683	0.011772196411035836	0.7005366873432017
196003	196032	196589	196594	+	frr	b0172	factor; Proteins - translation and modification	792	785	575	601	0.0019141325451583115	0.2746866653505885	4.471033943057695E-4	0.8286000678907756	0.3205765629164632	0.3383450178559224
	196681	197877	197877	+	dxr	b0173	putative transport; Not classified	89	77	95	88	1.3941230255960053E-6	1.0	0.6881921803218026	4.047570266644534E-9	3.713859019196962E-5	0.20714578826843114
198054	198063	198824	198835	+	ispU	b0174	putative transport; Not classified	201	199	201	168	8.778252990591541E-4	1.0	0.02418439471518493	1.509433908377147E-4	0.6932835767661938	0.008446784589975971
198836	198837	199694	199705	+	cdsA	b0175	enzyme; Fatty acid and phosphatidic acid biosynthesis	188	171	167	165	5.645732062336196E-6	1.0	0.050269140431920746	6.791405289986856E-4	0.05462324522910616	0.2660686197163663
199706	199706	201058	201060	+	rseP	b0176	enzyme; Fatty acid and phosphatidic acid biosynthesis	222	204	206	206	6.0520465875127114E-5	1.0	0.037275610208897914	2.8309075894294983E-4	0.1219001209142263	0.06660536953690747
201061	201088	203520	203520	+	bamA	b0177	enzyme; Fatty acid and phosphatidic acid biosynthesis	422	379	382	451	1.6630307592134803E-6	1.0	0.03737347711981967	9.001458489701514E-6	0.003023160706680976	0.04491365813945071
203521			203541	?	-	predicted RNA	-	821	863	936	1039	2.3518526754219328E-6	1.0	0.03125617256361509	1.1443761241176675E-7	2.1549781417721373E-4	0.027097540634859422
203587	203642	204127	204128	+	skp	b0178	factor; Basic proteins - synthesis, modification	1032	1015	875	920	8.04087636828377E-4	0.9882941003599028	0.05665477323645601	0.06562235203702634	0.3632040857137927	0.48769012095815734
204131	204131	205156	205168	+	lpxD	b0179	enzyme; Surface polysaccharides & antigens	622	601	442	445	1.8881826535782468E-4	0.20361434322658922	1.3070807559457324E-4	0.5914241764677589	0.38288805578560947	0.2713916547603869
205250	205261	205716	205716	+	fabZ	b0180	enzyme; Fatty acid and phosphatidic acid biosynthesis	323	331	366	355	0.00366944031294335	0.49796399113715617	0.7564453535732016	4.170479746712066E-7	9.936608206929994E-4	0.14891972326288078
205717	205720	206508		+	lpxA	b0181	enzyme; Surface polysaccharides & antigens	352	344	410	460	9.419775581018226E-4	0.36950505510104054	0.05941193910856112	1.1347123374067966E-8	2.2548671126157956E-9	0.8320500524221259
	206508	207656		+	lpxB	b0182	enzyme; Macromolecule metabolism: Lipopolysaccharide	104	90	137	130	3.081957727730317E-7	0.016308514153864355	0.09832518787550788	4.725122979705883E-22	1.1980641815290216E-14	0.10120993444680869
	207653	208249		+	rnhB	b0183	enzyme; Degradation of RNA	69	59	87	91	5.808975989096522E-11	1.0	0.34375615692138806	2.8569759333674308E-18	6.2088400902385414E-15	0.09847982040441312
208286	208286	211768		+	dnaE	b0184	enzyme; DNA - replication, repair, restriction/modification	87	84	97	93	0.0011443083178913028	0.7120327594015384	0.8226613821245901	5.087095793913292E-7	0.002762090793146065	0.07640540860387475
211769	211781	212740	212747	+	accA	b0185	enzyme; Fatty acid and phosphatidic acid biosynthesis	251	234	197	192	7.710105980464392E-5	0.2146330581914848	5.046595224721534E-4	0.2960783478596364	0.8448926191887951	0.30931299544649643
212838	212839	214980	214980	+	ldcC	b0186	enzyme; Energy metabolism, carbon: Pyruvate dehydrogenase	126	167	148	158	0.7119488364559408	0.31860802492940266	0.1547851794362307	0.028703847854696058	0.1983577306362918	0.471380105367403
214981	215037	215426	215440	+	yaeR	b0187	enzyme; Energy metabolism, carbon: Pyruvate dehydrogenase	130	185	152	161	0.1034331338967729	1.0	0.31309379682779576	0.021307231249018743	0.6730679523913341	0.13191691062120173
	215491	216789		+	tilS	b0188	enzyme; tRNA modification; responsible for lysidine formation in tRNA-Ile anticodon (C34 to L34)	50	55	58	65	0.0017175033460345333	1.0	0.805921208682913	1.5088449079988344E-5	3.806865764021003E-5	0.6504214707297099
	217092	216838	216817	-	rof	b0189	enzyme; tRNA modification; responsible for lysidine formation in tRNA-Ile anticodon (C34 to L34)	264	324	215	230	0.07491701132480393	1.0	0.007092259866785407	0.6450630018754309	0.10792180957503063	0.1425727144689654
217307	217285	217085		-	yaeP	b4406	enzyme; tRNA modification; responsible for lysidine formation in tRNA-Ile anticodon (C34 to L34)	390	510	375	335	0.2765050812776584	1.0	0.006417946849206036	0.38029971254489475	0.013235014285412761	0.012961493498125032
	217451	217996		+	yaeQ	b0190	enzyme; tRNA modification; responsible for lysidine formation in tRNA-Ile anticodon (C34 to L34)	70	70	87	68	8.396587189259769E-8	1.0	0.0024493126095492365	4.4247909856100445E-12	0.05000802819486848	8.768635955942184E-5
	217993	218415	218415	+	arfB	b0191	enzyme; tRNA modification; responsible for lysidine formation in tRNA-Ile anticodon (C34 to L34)	80	91	94	77	4.102727274966361E-6	1.0	0.0020711694663848933	9.41705694991683E-8	0.412844702272265	4.7168849427568397E-4
	218429	219139		+	nlpE	b0192	putative transport; Detoxification	115	127	134	120	0.013712216565153163	0.9616715093443758	0.46502656382949265	4.664947825135386E-5	0.12662324498193236	0.04829246678516579
	220163	219339		-	yaeF	b0193	putative transport; Detoxification	13	9	15	7	8.851312846124834E-13	1.0	6.500216827825909E-7	2.6058721729903575E-17	0.8138312978221347	3.755184295701066E-9
	221935	220217	220217	-	proS	b0194	enzyme; Aminoacyl tRNA synthetases, tRNA modification	218	163	133	143	5.966035970299253E-11	2.639153983832198E-4	4.58139748310547E-8	0.4061515367741759	0.8788910734935826	0.6013055050618015
	222754	222047		-	tsaA	b0195	enzyme; tRNA modification	43	33	38	25	5.472962901129519E-11	1.0	3.9697540310331784E-8	2.6194133729952734E-8	0.8718060288222613	4.519579085516745E-6
	223155	222751		-	rcsF	b0196	regulator; Surface polysaccharides & antigens	90	76	79	63	4.667117145231125E-10	1.0	6.400660545847435E-6	4.2246032404342637E-7	0.6172318138697199	3.622899057510875E-4
224127	224088	223273	223259	-	metQ	b0197	transport; Transport of small molecules: Amino acids, amines	298	254	220	235	1.4291950179046494E-6	0.04781174617912815	0.0023759478396440064	0.24894092405253027	0.32005147756643404	0.958541266616653
	224781	224128	224128	-	metI	b0198	transport; Transport of small molecules: Amino acids, amines	146	124	119	137	8.398390565726809E-7	0.9639068536556389	0.20540953177119928	0.002211953501829407	0.0011588557451773648	0.9631901991869956
	225805	224774		-	metN	b0199	transport; Transport of small molecules: Amino acids, amines	89	82	82	101	5.747105053515601E-5	1.0	0.6533969497210894	5.954769772960956E-4	1.7559185058050628E-6	0.4580367153413774
	225993	226568		+	gmhB	b0200	enzyme; Surface polysaccharides and antigens	125	108	89	89	1.3709549941326474E-7	0.8171689222168349	3.1409537969844694E-5	0.008967921360114007	0.9212207962365992	0.04653779538134823
226931			228472	+	rrsH	b0201	16S ribosomal RNA of rrnH operon	3813	6640	29796	96165	0.1398055647838478	1.835918985727306E-19	2.430498727E-315	0.08070244009980201	8.420606121514318E-14	0.2492535008246717
228541			228617	+	ileV	b0202	Ile tRNA	63	83	175	109	7.036908733236917E-4	0.45879311639873316	0.21803436562190523	3.633492174232338E-28	1.5669391940145997E-5	3.7821013297600323E-6
228660			228735	+	alaV	b0203	Ala tRNA	52	57	101	83	4.006366887996012E-4	0.9431885828757316	0.18543215612660816	7.163269039722067E-14	1.479462096712144E-5	0.0019647320383121775
228919			231822	+	rrlH	b0204	23S ribosomal RNA of rrnH operon	3893	6577	27949	85955	0.7494588093961045	1.5926898474122482E-8	1.1965939941156694E-126	0.7867808141365877	2.111259789881966E-6	0.2583329489714562
231916			232035	+	rrfH	b0205	5S ribosomal RNA of rrnH operon	10	19	120	102	0.42700112972373366	3.7081141640426135E-32	6.856947476319685E-21	5.754159213523371E-156	2.1962499349616733E-101	0.0014376195378725603
232088			232164	+	aspU	b0206	Asp tRNA	85	95	100	80	1.228437140588364E-5	1.0	0.0080483428876882	1.7264634225126154E-7	0.2365355450417076	0.0014415329264498191
	232327	233130		+	dkgB	b0207	putative enzyme; Not classified	18	10	14	11	3.887970906306308E-22	0.9616492752061498	4.789283998090624E-7	2.0996539236640388E-12	0.0059937949993785645	3.427571302174843E-4
	234041	233127		-	yafC	b0208	putative transport; Not classified	35	28	30	25	7.729430548278016E-10	1.0	1.714960909806526E-5	5.806270485547245E-7	0.38753100601945595	7.607313561748524E-4
234259	234282	235082	235085	+	yafD	b0209	putative transport; Not classified	416	391	282	264	5.318416923093276E-4	0.012025503015560051	6.299236306125702E-8	0.48391521174540325	0.007646383143204633	0.12664162034800694
	235086	235709	235709	+	yafE	b0210	putative enzyme; Not classified	76	65	71	57	2.790263770614827E-11	1.0	1.0046676442988176E-5	9.460796699267322E-9	0.2755844490936038	2.690998738697418E-4
237124	237115	235757	235756	-	mltD	b0211	regulator; Energy metabolism, carbon: Anaerobicrespiration	233	310	259	201	0.7430198373142292	0.7538370550872511	0.0050674668529884555	0.1364558114229185	9.558584210300636E-5	1.9231488177726527E-5
	237942	237187		-	gloB	b0212	putative enzyme; Central intermediary metabolism: Pool, multipurpose conversions	31	25	35	27	2.6696328771329673E-10	1.0	7.359795490324134E-4	1.4138908762156538E-12	0.005202072223901182	2.895154720514548E-4
